id,name,latitude,longitude,agent_code,geo_level_1,geo_level_2,geo_level_3,geo_level_4,geo_level_5,is_pos,contact_name,contact_phone_number,pos_type,pos_channel,picture_uri,electronic_recharge_activity_flag,physical_recharge_activity_flag,sim_activity_flag,handset_activity_flag,mfs_activity_flag
FIPO774,FIPO774,50.8277474989252,3.2632244449190293,FIPO774,LVL1_Courtrai,null,null,null,null,true,Scarlet Champine,+32472857851,grocery store,CHA01,/api/media/files?path=proximus_2.jpg,true,false,true,false,true
FIPO776,FIPO776,50.87052308760055,4.268535160044991,FIPO776,LVL1_Dilbeek,null,null,null,null,true,Corazon Dines,+32464497221,fuel station,CHA01,/api/media/files?path=proximus_3.jpg,false,true,true,true,true
FIPO777,FIPO777,50.93516826757698,4.274243349974782,FIPO777,LVL1_Merchtem,null,null,null,null,true,Cristopher Coles,+32438075931,chemist,CHA01,/api/media/files?path=librairie_0.jpg,true,false,false,false,false
FIPO778,FIPO778,50.84483678825334,3.3134720018101187,FIPO778,LVL1_Harelbeke,null,null,null,null,true,Lasandra Foulger,+32449783375,grocery store,CHA01,null,false,false,true,false,false
FIPO781,FIPO781,50.70659176751738,5.293708837744284,FIPO781,LVL1_Waremme,null,null,null,null,true,Denisse Adams,+32457853778,fuel station,CHA03,/api/media/files?path=proximus_4.jpg,true,true,true,true,true
FIPO783,FIPO783,50.91225899629464,2.6215721631580164,FIPO783,LVL1_Poperinge,null,null,null,null,true,Kristofer Fenley,+32486833807,fuel station,CHA01,/api/media/files?path=librairie_0.jpg,true,false,true,true,true
FIPO784,FIPO784,50.056493253151835,4.24475793168604,FIPO784,LVL1_Chimay,null,null,null,null,true,Danika Gierlach,+32473015808,fuel station,CHA03,/api/media/files?path=supermarche_1.jpg,false,false,false,false,true
FIPO786,FIPO786,51.22059781059065,4.036630892273241,FIPO786,LVL1_Stekene,null,null,null,null,true,Gonzalo Gao,+32451720913,grocery store,CHA02,/api/media/files?path=librairie_1.jpg,true,false,true,true,true
FIPO787,FIPO787,50.86446628195201,4.415089813075843,FIPO787,LVL1_Evere,null,null,null,null,true,Beulah Glenn,+32423035174,fuel station,CHA03,/api/media/files?path=supermarche_0.jpg,true,true,true,true,true
FIPO788,FIPO788,50.81202681047587,4.332403335642755,FIPO788,LVL1_Forest,null,null,null,null,true,Lasandra Foulger,+32428746765,chemist,CHA03,/api/media/files?path=supermarche_0.jpg,false,false,false,true,false
FIPO790,FIPO790,50.99029100540042,5.347532632493638,FIPO790,LVL1_Zonhoven,null,null,null,null,true,Kenton Demaio,+32417038218,chemist,CHA02,null,false,false,true,false,false
FIPO791,FIPO791,50.978313238882755,3.962827902863707,FIPO791,LVL1_Lede,null,null,null,null,true,Tonita Manley,+32483747518,fuel station,CHA01,null,true,true,true,true,true
FIPO792,FIPO792,50.73231153841566,4.398133432184282,FIPO792,LVL1_Waterloo,null,null,null,null,true,Scarlet Champine,+32445767761,fuel station,CHA03,null,true,true,true,true,true
FIPO793,FIPO793,50.85811154129749,5.387970838718581,FIPO793,LVL1_Kortessem,null,null,null,null,true,Glennie Menjivar,+32448055738,chemist,CHA03,null,true,false,true,true,true
FIPO794,FIPO794,51.23749053835521,4.985516457243012,FIPO794,LVL1_Kasterlee,null,null,null,null,true,Zonia Corns,+32421346580,grocery store,CHA03,null,true,true,true,false,true
FIPO795,FIPO795,51.186931671708884,3.885077439826401,FIPO795,LVL1_Wachtebeke,null,null,null,null,true,Kenton Demaio,+32491396283,fuel station,CHA01,/api/media/files?path=librairie_3.jpg,false,false,true,false,false
FIPO796,FIPO796,50.85798768525553,4.414089766728271,FIPO796,LVL1_Evere,null,null,null,null,true,Darron Craver,+32413910818,chemist,CHA01,/api/media/files?path=proximus_0.jpg,true,true,true,true,true
FIPO798,FIPO798,51.097900942165175,2.5766675777971044,FIPO798,LVL1_La Panne,null,null,null,null,true,Danika Gierlach,+32485825274,grocery store,CHA03,/api/media/files?path=supermarche_0.jpg,false,false,true,false,false
FIPO799,FIPO799,50.633471202263124,5.602923338950787,FIPO799,LVL1_Lige,null,null,null,null,true,Roseanne Perea,+32433976129,grocery store,CHA03,null,true,false,false,true,false
FIPO800,FIPO800,51.24530663326194,5.443823262312484,FIPO800,LVL1_Neerpelt,null,null,null,null,true,Roseanne Perea,+32415949777,grocery store,CHA02,/api/media/files?path=proximus_1.jpg,false,true,false,false,false
FIPO801,FIPO801,50.871219847831526,5.57548581567319,FIPO801,LVL1_Bilzen,null,null,null,null,true,Beulah Glenn,+32494635818,chemist,CHA01,/api/media/files?path=librairie_0.jpg,true,false,true,false,false
FIPO802,FIPO802,50.474590881017924,3.804693077652877,FIPO802,LVL1_Saint-Ghislain,null,null,null,null,true,Guillermina Benedetti,+32436021270,grocery store,CHA01,/api/media/files?path=supermarche_3.jpg,true,false,true,true,true
FIPO804,FIPO804,50.74713791816055,3.9725770958479116,FIPO804,LVL1_Gammerages,null,null,null,null,true,Chloe Rothenberg,+32467371938,fuel station,CHA01,null,false,false,false,true,true
FIPO805,FIPO805,51.216872165791806,4.2000237853787485,FIPO805,LVL1_Beveren,null,null,null,null,true,Chassidy Horne,+32402729856,chemist,CHA01,/api/media/files?path=supermarche_2.jpg,true,true,false,true,false
FIPO806,FIPO806,50.47508727894184,4.713433564859721,FIPO806,LVL1_Jemeppe-sur-Sambre,null,null,null,null,true,Angella Prisco,+32454794267,fuel station,CHA01,/api/media/files?path=proximus_3.jpg,true,true,false,true,true
FIPO808,FIPO808,51.32113544087588,3.2833170365526376,FIPO808,LVL1_Knokke-Heist,null,null,null,null,true,Kristofer Fenley,+32417063876,fuel station,CHA01,/api/media/files?path=proximus_0.jpg,true,true,true,true,true
FIPO810,FIPO810,50.857521720910576,4.327551259290337,FIPO810,LVL1_Koekelberg,null,null,null,null,true,Shanna Jaffe,+32445807878,fuel station,CHA01,null,true,false,true,true,true
FIPO812,FIPO812,51.317498429898144,4.325620206380311,FIPO812,LVL1_Anvers,null,null,null,null,true,Carin Maitland,+32420041813,grocery store,CHA02,null,true,true,false,true,false
FIPO813,FIPO813,50.801079588311175,4.338729081928218,FIPO813,LVL1_Uccle,null,null,null,null,true,Chassidy Horne,+32438873601,fuel station,CHA01,null,false,true,false,true,false
FIPO814,FIPO814,51.05863265354714,3.722103389702001,FIPO814,LVL1_Gand,null,null,null,null,true,Randolph Favela,+32453913717,fuel station,CHA03,/api/media/files?path=supermarche_1.jpg,true,true,true,true,true
FIPO815,FIPO815,51.172787055010154,4.128859905606998,FIPO815,LVL1_Saint-Nicolas,null,null,null,null,true,Glennie Menjivar,+32417710843,grocery store,CHA01,/api/media/files?path=proximus_0.jpg,false,true,false,true,false
FIPO816,FIPO816,50.96122648604111,4.878371122041272,FIPO816,LVL1_Aarschot,null,null,null,null,true,Dacia Crockett,+32479105702,chemist,CHA02,/api/media/files?path=proximus_0.jpg,false,true,false,true,true
FIPO817,FIPO817,51.03911387844788,3.9435758113108745,FIPO817,LVL1_Berlare,null,null,null,null,true,Kati Sharma,+32405704490,fuel station,CHA02,/api/media/files?path=proximus_4.jpg,true,false,false,false,true
FIPO820,FIPO820,51.21349308054797,4.49238036117004,FIPO820,LVL1_Wommelgem,null,null,null,null,true,Lasandra Foulger,+32470581933,fuel station,CHA02,/api/media/files?path=librairie_1.jpg,true,true,true,true,true
FIPO821,FIPO821,50.58986288990295,5.414192507101239,FIPO821,LVL1_Flmalle,null,null,null,null,true,Connie Stanko,+32442730491,chemist,CHA03,null,true,true,true,true,true
FIPO822,FIPO822,50.67940115058298,5.642372213203929,FIPO822,LVL1_Herstal,null,null,null,null,true,Han Shumway,+32490603687,grocery store,CHA01,/api/media/files?path=supermarche_3.jpg,true,false,false,false,true
FIPO823,FIPO823,50.82110244594013,3.8492135314437266,FIPO823,LVL1_Lierde,null,null,null,null,true,Tyree Widman,+32410228052,grocery store,CHA01,/api/media/files?path=librairie_0.jpg,true,false,false,true,false
FIPO826,FIPO826,50.3928536804671,4.440251431421056,FIPO826,LVL1_Charleroi,null,null,null,null,true,Shanna Jaffe,+32458889344,chemist,CHA03,/api/media/files?path=supermarche_0.jpg,true,false,true,false,false
FIPO828,FIPO828,51.327926962765524,4.410691763281193,FIPO828,LVL1_Kapellen,null,null,null,null,true,Zonia Corns,+32464418576,grocery store,CHA03,null,false,false,true,true,false
FIPO829,FIPO829,51.02931697738794,5.04427875884587,FIPO829,LVL1_Tessenderlo,null,null,null,null,true,Chloe Rothenberg,+32408493682,chemist,CHA01,/api/media/files?path=librairie_2.jpg,true,false,true,false,false
FIPO831,FIPO831,50.95360086489785,4.03786220658329,FIPO831,LVL1_Alost,null,null,null,null,true,Logan Clapp,+32473820610,fuel station,CHA01,null,true,false,true,true,true
FIPO832,FIPO832,50.98612199444108,3.698017088380561,FIPO832,LVL1_De Pinte,null,null,null,null,true,Glennie Menjivar,+32474723098,fuel station,CHA02,null,false,false,false,false,true
FIPO834,FIPO834,51.08360600952503,4.415847025667169,FIPO834,LVL1_Rumst,null,null,null,null,true,Brittni Mertens,+32415684425,grocery store,CHA01,/api/media/files?path=librairie_0.jpg,false,false,true,false,true
FIPO835,FIPO835,50.55997150936295,4.705773026113379,FIPO835,LVL1_Gembloux,null,null,null,null,true,Marcelino Henegar,+32490103973,grocery store,CHA01,/api/media/files?path=proximus_0.jpg,true,false,true,true,false
FIPO837,FIPO837,50.429289041604946,4.5557041278487995,FIPO837,LVL1_Farciennes,null,null,null,null,true,Adina Pacheo,+32481038448,fuel station,CHA01,/api/media/files?path=librairie_1.jpg,true,true,true,true,true
FIPO838,FIPO838,50.84917566406411,4.728179665511579,FIPO838,LVL1_Louvain,null,null,null,null,true,Chassidy Horne,+32464953371,fuel station,CHA03,/api/media/files?path=librairie_3.jpg,true,false,true,true,false
FIPO839,FIPO839,50.27906334967384,5.194018758248985,FIPO839,LVL1_Ciney,null,null,null,null,true,Tonita Manley,+32430615129,grocery store,CHA01,/api/media/files?path=proximus_4.jpg,false,true,true,true,true
FIPO844,FIPO844,51.213866704415004,4.414644046029087,FIPO844,LVL1_Anvers,null,null,null,null,true,Julieta Betterton,+32427059607,fuel station,CHA02,/api/media/files?path=supermarche_1.jpg,true,true,true,true,true
FIPO846,FIPO846,50.7334269562977,4.677305917367473,FIPO846,LVL1_Grez-Doiceau,null,null,null,null,true,Roseanne Perea,+32489478969,chemist,CHA01,null,true,false,false,true,true
FIPO847,FIPO847,51.164451611185456,5.053748351462307,FIPO847,LVL1_Geel,null,null,null,null,true,Deadra Payton,+32455506587,chemist,CHA03,null,false,true,false,false,true
FIPO849,FIPO849,51.17851945171951,3.786149812088828,FIPO849,LVL1_Evergem,null,null,null,null,true,Hermila Penfold,+32428255043,grocery store,CHA03,/api/media/files?path=proximus_5.jpg,false,false,false,true,false
FIPO850,FIPO850,50.75496286544273,3.6444804007402865,FIPO850,LVL1_Renaix,null,null,null,null,true,Thomasena Yarger,+32438561147,fuel station,CHA03,/api/media/files?path=supermarche_2.jpg,true,false,false,false,true
FIPO851,FIPO851,50.859729884523844,4.442282888528232,FIPO851,LVL1_Woluwe-Saint-Lambert,null,null,null,null,true,Chloe Rothenberg,+32471501632,chemist,CHA02,/api/media/files?path=proximus_5.jpg,true,false,false,true,false
FIPO853,FIPO853,50.44598576726218,4.657352243015373,FIPO853,LVL1_Jemeppe-sur-Sambre,null,null,null,null,true,Connie Stanko,+32420259127,chemist,CHA01,/api/media/files?path=proximus_2.jpg,true,false,true,true,false
FIPO855,FIPO855,50.85875035794376,4.417348910742754,FIPO855,LVL1_Evere,null,null,null,null,true,Georgiann Yoshida,+32441219546,chemist,CHA03,null,false,true,true,false,false
FIPO856,FIPO856,50.62533274599063,3.409063893058424,FIPO856,LVL1_Tournai,null,null,null,null,true,Hipolito Kittinger,+32482310531,grocery store,CHA03,null,true,true,false,false,false
FIPO857,FIPO857,50.80938519962575,3.424503326439025,FIPO857,LVL1_Zwevegem,null,null,null,null,true,Angella Prisco,+32444599185,grocery store,CHA03,/api/media/files?path=librairie_0.jpg,true,true,false,true,true
FIPO860,FIPO860,50.82802013974,3.3079157101315504,FIPO860,LVL1_Harelbeke,null,null,null,null,true,Vickey Mounsey,+32447412081,grocery store,CHA02,/api/media/files?path=proximus_5.jpg,false,false,true,false,false
FIPO861,FIPO861,50.70235952503331,5.172375448326123,FIPO861,LVL1_Berloz,null,null,null,null,true,Dacia Crockett,+32483626978,chemist,CHA01,/api/media/files?path=proximus_2.jpg,true,true,true,true,true
FIPO862,FIPO862,51.18778229811603,4.409804034824035,FIPO862,LVL1_Anvers,null,null,null,null,true,Cristopher Coles,+32476189930,grocery store,CHA01,/api/media/files?path=proximus_3.jpg,false,false,false,true,false
FIPO863,FIPO863,50.8792118972893,4.340660719477899,FIPO863,LVL1_Jette,null,null,null,null,true,Lawanna Jess,+32427952556,fuel station,CHA03,null,false,false,false,true,false
FIPO864,FIPO864,50.55927136698809,5.314408419862878,FIPO864,LVL1_Amay,null,null,null,null,true,Denisse Adams,+32434345705,fuel station,CHA02,/api/media/files?path=librairie_2.jpg,false,true,false,true,true
FIPO866,FIPO866,51.19423333084125,4.170367416765793,FIPO866,LVL1_Saint-Nicolas,null,null,null,null,true,Coreen Hoxie,+32447676149,grocery store,CHA01,/api/media/files?path=librairie_0.jpg,true,false,false,false,true
FIPO867,FIPO867,51.14979486920447,5.44574945108039,FIPO867,LVL1_Peer,null,null,null,null,true,Corazon Dines,+32450035075,chemist,CHA01,/api/media/files?path=proximus_2.jpg,false,true,false,false,true
FIPO869,FIPO869,51.179525375099395,3.7802611416810743,FIPO869,LVL1_Evergem,null,null,null,null,true,Thomasena Yarger,+32464275734,grocery store,CHA01,/api/media/files?path=supermarche_3.jpg,false,true,true,true,true
FIPO870,FIPO870,51.174874743228116,4.105433320552423,FIPO870,LVL1_Saint-Nicolas,null,null,null,null,true,Julieta Betterton,+32479848395,grocery store,CHA01,/api/media/files?path=proximus_2.jpg,false,true,true,false,true
FIPO871,FIPO871,50.85331227262989,4.423250680994333,FIPO871,LVL1_Woluwe-Saint-Lambert,null,null,null,null,true,Kristofer Fenley,+32460302537,chemist,CHA01,null,false,false,true,false,false
FIPO872,FIPO872,50.85676408886438,3.093603682270391,FIPO872,LVL1_Moorslede,null,null,null,null,true,Julieta Betterton,+32443776525,chemist,CHA02,/api/media/files?path=librairie_2.jpg,true,true,true,true,false
FIPO873,FIPO873,51.219338787580234,4.325835684099441,FIPO873,LVL1_Zwijndrecht,null,null,null,null,true,Logan Clapp,+32467478558,grocery store,CHA03,/api/media/files?path=librairie_1.jpg,true,false,true,true,true
FIPO875,FIPO875,51.07776448503302,3.448141599690809,FIPO875,LVL1_Aalter,null,null,null,null,true,Kristofer Fenley,+32458451399,fuel station,CHA02,null,false,true,true,true,false
FIPO877,FIPO877,50.61231218043583,5.9606332982704755,FIPO877,LVL1_Limbourg,null,null,null,null,true,Julieta Betterton,+32465954286,chemist,CHA02,/api/media/files?path=proximus_3.jpg,true,false,false,false,false
FIPO879,FIPO879,51.11837697793433,3.138088082302277,FIPO879,LVL1_Zedelgem,null,null,null,null,true,Deadra Payton,+32457885702,grocery store,CHA01,null,true,false,true,true,true
FIPO881,FIPO881,50.89034239091763,3.938980576345428,FIPO881,LVL1_Erpe-Mere,null,null,null,null,true,Dacia Crockett,+32484636101,chemist,CHA01,null,true,false,true,true,false
FIPO884,FIPO884,51.22881130562812,3.2157488535559673,FIPO884,LVL1_Bruges,null,null,null,null,true,Tonita Manley,+32459476033,chemist,CHA01,/api/media/files?path=supermarche_1.jpg,true,true,true,true,true
FIPO886,FIPO886,50.81241465279717,4.41757163163088,FIPO886,LVL1_Watermael-Boitsfort,null,null,null,null,true,Kristen Janusz,+32475537824,grocery store,CHA01,null,true,true,true,true,true
FIPO887,FIPO887,50.50864306725055,4.787522227868809,FIPO887,LVL1_La Bruyre,null,null,null,null,true,Angella Prisco,+32462489209,fuel station,CHA02,/api/media/files?path=librairie_2.jpg,true,true,true,true,true
FIPO888,FIPO888,51.09103440474555,5.501881652873992,FIPO888,LVL1_Meeuwen-Gruitrode,null,null,null,null,true,Kymberly Mends,+32419601771,grocery store,CHA03,/api/media/files?path=proximus_0.jpg,true,false,true,false,true
FIPO889,FIPO889,50.81222774733541,5.359205583251023,FIPO889,LVL1_Looz,null,null,null,null,true,Denisse Adams,+32497315672,grocery store,CHA02,null,true,true,true,true,true
FIPO890,FIPO890,50.87049097485069,5.580871749426405,FIPO890,LVL1_Bilzen,null,null,null,null,true,Julieta Betterton,+32462456874,fuel station,CHA02,/api/media/files?path=proximus_1.jpg,false,false,false,true,false
FIPO891,FIPO891,50.699188986785266,6.069526023370766,FIPO891,LVL1_Raeren,null,null,null,null,true,Georgiann Yoshida,+32486739152,chemist,CHA01,null,true,true,true,true,true
FIPO892,FIPO892,50.50686955096195,3.9328185016334807,FIPO892,LVL1_Jurbise,null,null,null,null,true,Chassidy Horne,+32443767677,fuel station,CHA01,/api/media/files?path=proximus_1.jpg,false,false,true,false,false
FIPO893,FIPO893,50.96192344260496,3.8048458288105986,FIPO893,LVL1_Oosterzele,null,null,null,null,true,Deadra Payton,+32454964207,chemist,CHA03,/api/media/files?path=proximus_5.jpg,false,true,false,true,true
FIPO894,FIPO894,50.823606015100296,5.510358588983449,FIPO894,LVL1_Riemst,null,null,null,null,true,Kati Sharma,+32439968656,grocery store,CHA01,/api/media/files?path=proximus_1.jpg,true,false,true,false,true
FIPO895,FIPO895,50.83679752786193,4.281331539970618,FIPO895,LVL1_Anderlecht,null,null,null,null,true,Coreen Hoxie,+32494575534,chemist,CHA02,/api/media/files?path=librairie_3.jpg,true,true,true,true,true
FIPO896,FIPO896,50.62252242385377,4.521114599560424,FIPO896,LVL1_Genappe,null,null,null,null,true,Lawanna Jess,+32403599097,chemist,CHA02,/api/media/files?path=proximus_0.jpg,false,false,false,false,true
FIPO897,FIPO897,50.43476206069095,3.8601708674466795,FIPO897,LVL1_Quaregnon,null,null,null,null,true,Logan Clapp,+32451796879,fuel station,CHA01,/api/media/files?path=proximus_4.jpg,false,false,true,false,true
FIPO898,FIPO898,51.11068234984954,2.610239666542543,FIPO898,LVL1_Koksijde,null,null,null,null,true,Hipolito Kittinger,+32457680134,fuel station,CHA01,/api/media/files?path=librairie_2.jpg,true,true,true,true,true
FIPO899,FIPO899,50.909521960347064,3.963311600655202,FIPO899,LVL1_Erpe-Mere,null,null,null,null,true,Violeta Tolbert,+32493438322,grocery store,CHA01,null,false,false,true,true,true
FIPO900,FIPO900,50.77755682936075,3.4372555127211535,FIPO900,LVL1_Avelgem,null,null,null,null,true,Georgiann Yoshida,+32439592775,fuel station,CHA03,null,false,false,false,true,false
FIPO904,FIPO904,50.637008707336975,5.571045660204475,FIPO904,LVL1_Lige,null,null,null,null,true,Marcelino Henegar,+32464962164,grocery store,CHA03,/api/media/files?path=librairie_0.jpg,true,true,true,true,true
FIPO910,FIPO910,51.38497281633514,4.476071060138159,FIPO910,LVL1_Kalmthout,null,null,null,null,true,Dacia Crockett,+32409147658,grocery store,CHA02,/api/media/files?path=supermarche_3.jpg,true,true,true,true,true
FIPO911,FIPO911,51.202564814527214,4.439867690312313,FIPO911,LVL1_Anvers,null,null,null,null,true,Kimiko Wiedeman,+32466999737,fuel station,CHA01,null,true,true,true,true,true
FIPO912,FIPO912,50.828786665690565,4.382656779175211,FIPO912,LVL1_Etterbeek,null,null,null,null,true,Hermila Penfold,+32482530983,chemist,CHA01,null,true,true,true,true,true
FIPO914,FIPO914,51.21718492055281,3.2295864218553887,FIPO914,LVL1_Bruges,null,null,null,null,true,Zonia Corns,+32487387889,chemist,CHA01,/api/media/files?path=proximus_1.jpg,false,true,true,true,true
FIPO916,FIPO916,50.73903178089796,3.198740353626062,FIPO916,LVL1_Mouscron,null,null,null,null,true,Hipolito Kittinger,+32431894991,fuel station,CHA02,/api/media/files?path=supermarche_1.jpg,true,false,true,false,false
FIPO917,FIPO917,50.87050134326764,4.305607394952042,FIPO917,LVL1_Berchem-Sainte-Agathe,null,null,null,null,true,Lawanna Jess,+32400598867,fuel station,CHA03,/api/media/files?path=librairie_1.jpg,true,false,false,true,false
FIPO918,FIPO918,50.969338761773145,3.86903092662308,FIPO918,LVL1_Wetteren,null,null,null,null,true,Chloe Rothenberg,+32408859163,grocery store,CHA02,/api/media/files?path=supermarche_2.jpg,true,false,false,true,false
FIPO919,FIPO919,51.18985375968558,4.838894330074933,FIPO919,LVL1_Herentals,null,null,null,null,true,Shanna Jaffe,+32405546190,chemist,CHA01,/api/media/files?path=proximus_5.jpg,false,false,false,true,true
FIPO920,FIPO920,50.483216013460165,4.21846081046009,FIPO920,LVL1_Manage,null,null,null,null,true,Gonzalo Gao,+32407744282,chemist,CHA03,/api/media/files?path=librairie_3.jpg,true,true,false,true,true
FIPO922,FIPO922,51.090644915539606,3.6549092972181683,FIPO922,LVL1_Lovendegem,null,null,null,null,true,Glennie Menjivar,+32417978646,chemist,CHA01,null,true,true,true,true,true
FIPO923,FIPO923,51.236421136252005,5.143837868829045,FIPO923,LVL1_Dessel,null,null,null,null,true,Vickey Mounsey,+32434691547,fuel station,CHA02,/api/media/files?path=librairie_2.jpg,false,false,true,false,true
FIPO924,FIPO924,50.95040111457866,5.22900151326811,FIPO924,LVL1_Hasselt,null,null,null,null,true,Marth Wheeler,+32407280358,chemist,CHA01,/api/media/files?path=librairie_0.jpg,false,true,true,true,false
FIPO925,FIPO925,51.27508900166984,4.82942068771047,FIPO925,LVL1_Lille,null,null,null,null,true,Kristofer Fenley,+32492086986,chemist,CHA01,/api/media/files?path=proximus_0.jpg,true,true,false,false,false
FIPO926,FIPO926,50.86592574629939,4.282903385486421,FIPO926,LVL1_Berchem-Sainte-Agathe,null,null,null,null,true,Danika Gierlach,+32460313272,chemist,CHA03,null,true,true,true,true,true
FIPO930,FIPO930,50.47738669862236,4.906385598719867,FIPO930,LVL1_Namur,null,null,null,null,true,Kenton Demaio,+32420585093,chemist,CHA02,null,false,true,false,false,false
FIPO931,FIPO931,50.81997722071956,3.3042058274455326,FIPO931,LVL1_Courtrai,null,null,null,null,true,Lawanna Jess,+32421993188,grocery store,CHA03,/api/media/files?path=supermarche_1.jpg,true,false,false,false,false
FIPO932,FIPO932,50.443645850020594,4.351451740110502,FIPO932,LVL1_Courcelles,null,null,null,null,true,Thomasena Yarger,+32447105578,grocery store,CHA01,null,true,true,true,true,true
FIPO933,FIPO933,50.13185312544751,5.14443827161283,FIPO933,LVL1_Rochefort,null,null,null,null,true,Connie Stanko,+32435548595,fuel station,CHA03,/api/media/files?path=proximus_2.jpg,true,true,true,false,false
FIPO934,FIPO934,51.336548784417545,4.406311511144369,FIPO934,LVL1_Stabroek,null,null,null,null,true,Jospeh Vergara,+32413783490,fuel station,CHA01,/api/media/files?path=proximus_2.jpg,false,true,true,false,true
FIPO936,FIPO936,50.44933577608678,3.7164185969378742,FIPO936,LVL1_Bernissart,null,null,null,null,true,Adina Pacheo,+32449295907,fuel station,CHA02,/api/media/files?path=proximus_0.jpg,true,true,true,true,true
FIPO939,FIPO939,50.46371727778729,3.9579562515081967,FIPO939,LVL1_Mons,null,null,null,null,true,Gonzalo Gao,+32410659910,grocery store,CHA03,null,true,true,true,true,false
FIPO940,FIPO940,51.32690380071476,4.9392614836981625,FIPO940,LVL1_Turnhout,null,null,null,null,true,Carin Maitland,+32489963830,fuel station,CHA03,/api/media/files?path=proximus_4.jpg,true,true,true,true,true
FIPO941,FIPO941,50.941523299246114,5.329290361101453,FIPO941,LVL1_Hasselt,null,null,null,null,true,Beulah Glenn,+32443145966,fuel station,CHA02,/api/media/files?path=supermarche_0.jpg,true,true,true,true,false
FIPO945,FIPO945,51.05967771190008,2.672048110946303,FIPO945,LVL1_Furnes,null,null,null,null,true,Kristofer Fenley,+32421970866,fuel station,CHA02,/api/media/files?path=librairie_0.jpg,true,false,true,false,true
FIPO946,FIPO946,51.20223495031011,4.470765082742593,FIPO946,LVL1_Anvers,null,null,null,null,true,Brittni Mertens,+32446948628,fuel station,CHA01,/api/media/files?path=supermarche_3.jpg,true,false,false,false,false
FIPO947,FIPO947,50.509888344250605,4.997794052940341,FIPO947,LVL1_Andenne,null,null,null,null,true,Kati Sharma,+32449920488,grocery store,CHA02,/api/media/files?path=proximus_3.jpg,true,true,true,true,true
FIPO948,FIPO948,50.995399215104655,3.3204002225156906,FIPO948,LVL1_Tielt,null,null,null,null,true,Vickey Mounsey,+32483483077,grocery store,CHA03,null,true,true,false,true,false
FIPO949,FIPO949,51.054431178375346,3.574072355378409,FIPO949,LVL1_Nevele,null,null,null,null,true,Shanna Jaffe,+32437707184,grocery store,CHA02,/api/media/files?path=librairie_1.jpg,false,true,false,false,true
FIPO951,FIPO951,50.9981108952201,4.142799707721537,FIPO951,LVL1_Lebbeke,null,null,null,null,true,Kristofer Fenley,+32486069942,grocery store,CHA01,/api/media/files?path=librairie_0.jpg,true,true,true,true,false
FIPO953,FIPO953,51.167866124070834,4.987505647626801,FIPO953,LVL1_Geel,null,null,null,null,true,Adina Pacheo,+32482372884,fuel station,CHA02,null,true,true,true,true,true
FIPO955,FIPO955,50.86039079772469,4.361557591412094,FIPO955,LVL1_Saint-Josse-ten-Noode,null,null,null,null,true,Gonzalo Gao,+32430148384,chemist,CHA01,/api/media/files?path=supermarche_0.jpg,true,true,true,true,true
FIPO956,FIPO956,51.035812156779606,4.357738357728695,FIPO956,LVL1_Willebroek,null,null,null,null,true,Dacia Crockett,+32417734840,grocery store,CHA01,null,true,true,true,false,true
FIPO957,FIPO957,51.1059170182469,5.7051446248411315,FIPO957,LVL1_Maaseik,null,null,null,null,true,Kenton Demaio,+32405528662,grocery store,CHA02,null,false,false,false,false,true
FIPO958,FIPO958,51.14777447608612,4.433711981832413,FIPO958,LVL1_Edegem,null,null,null,null,true,Violeta Tolbert,+32490122498,chemist,CHA01,/api/media/files?path=librairie_0.jpg,false,true,true,false,true
FIPO961,FIPO961,50.832920978490236,3.2597709200202076,FIPO961,LVL1_Courtrai,null,null,null,null,true,Tyree Widman,+32442527947,chemist,CHA02,/api/media/files?path=librairie_2.jpg,true,false,false,true,true
FIPO963,FIPO963,51.12656860388205,3.8551694450869625,FIPO963,LVL1_Lochristi,null,null,null,null,true,Cristopher Coles,+32466116927,fuel station,CHA02,/api/media/files?path=librairie_1.jpg,false,true,true,false,false
FIPO965,FIPO965,51.13670220837712,4.339044464603647,FIPO965,LVL1_Hemiksem,null,null,null,null,true,Denisse Adams,+32498514140,grocery store,CHA02,/api/media/files?path=proximus_1.jpg,true,true,true,true,false
FIPO968,FIPO968,50.47534047878266,5.700915363425049,FIPO968,LVL1_Aywaille,null,null,null,null,true,Logan Clapp,+32420198370,fuel station,CHA03,/api/media/files?path=supermarche_1.jpg,false,false,true,false,true
FIPO970,FIPO970,51.22764588816292,3.2154615786267895,FIPO970,LVL1_Bruges,null,null,null,null,true,Cristopher Coles,+32456895330,fuel station,CHA03,null,true,false,false,false,true
FIPO972,FIPO972,50.96779084191228,4.832208441761443,FIPO972,LVL1_Aarschot,null,null,null,null,true,Chassidy Horne,+32478118609,fuel station,CHA01,/api/media/files?path=proximus_4.jpg,true,true,false,false,true
FIPO973,FIPO973,50.73942539982708,3.211211654415025,FIPO973,LVL1_Mouscron,null,null,null,null,true,Thomasena Yarger,+32415593458,fuel station,CHA01,null,true,true,true,false,true
FIPO975,FIPO975,51.134412193469736,5.592135014912616,FIPO975,LVL1_Bree,null,null,null,null,true,Violeta Tolbert,+32408155546,fuel station,CHA03,/api/media/files?path=proximus_3.jpg,false,true,true,false,false
